F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s 	 s12 	 s12-s 
MZ22513644	MZ22511284	0	0.8736	1.0000	0.9017	0.9386	-0.0369	
MZ22500333	MZ22501531	0	0.0695	0.9539	0.2273	0.5236	-0.2964	
MZ22504084	MZ22521152	0	1.0000	0.0000	0.7917	0.7917	0.0000	
MZ22529999	MZ22521962	0	-0.5000	0.9171	0.7666	0.7754	-0.0088	
MZ22519456	MZ22517539	0	0.7853	0.9444	0.8246	0.8721	-0.0475	
MZ22506555	MZ22523295	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500899	MZ22514964	0	0.0820	0.9501	0.2567	0.5161	-0.2594	
MZ22514279	MZ22525698	0	1.0000	-0.2113	0.7786	0.8348	-0.0562	
MZ22505386	MZ22513065	0	1.0000	0.9027	0.9493	0.9514	-0.0020	
MZ22504544	MZ22515810	0	1.0000	0.6193	0.6739	0.8556	-0.1817	
MZ22509175	MZ22529577	0	0.0716	0.0000	-0.0048	0.0645	-0.0693	
MZ22503798	MZ22507417	0	1.0000	0.3206	0.4321	0.7282	-0.2961	
MZ22507021	MZ22521354	0	1.0000	0.9191	0.9124	0.9824	-0.0700	
MZ22515596	MZ22508566	0	1.0000	0.8667	0.9412	0.9412	-0.0000	
MZ22520306	MZ22517227	0	0.9444	0.9872	0.9573	0.9645	-0.0072	
MZ22500502	MZ22510117	0	0.9474	1.0000	0.9737	0.9737	-0.0000	
MZ22516056	MZ22505572	0	0.9684	0.3162	0.4988	0.7336	-0.2349	
MZ22510966	MZ22510021	0	0.4706	1.0000	0.7429	0.7429	-0.0000	
MZ22501520	MZ22507006	0	1.0000	0.8327	0.8290	0.9102	-0.0812	
MZ22502823	MZ22530787	34	0.2059	0.4338	0.8695	0.2287	0.6409	
MZ22520956	MZ22511041	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527241	MZ22530356	0	0.8939	1.0000	0.8914	0.9132	-0.0217	
MZ22521547	MZ22502259	0	1.0000	0.1748	0.2938	0.5631	-0.2693	
MZ22500772	MZ22529196	0	0.8444	0.0000	0.7528	0.7677	-0.0149	
MZ22512195	MZ22514891	0	0.8000	0.4111	0.5683	0.6647	-0.0965	
MZ22519272	MZ22516689	0	0.8365	0.9204	0.7459	0.8785	-0.1326	
MZ22512400	MZ22511752	0	0.6229	0.0000	0.3938	0.4312	-0.0374	
MZ22526197	MZ22529440	0	0.6000	0.9656	0.6036	0.6609	-0.0574	
MZ22509799	MZ22525636	0	1.0000	0.8484	0.8411	0.9364	-0.0953	
MZ22524827	MZ22504846	0	0.9626	0.9333	0.9302	0.9489	-0.0186	
MZ22508375	MZ22514451	0	0.1371	0.9444	0.2653	0.5523	-0.2870	
MZ22511849	MZ22529480	42	0.0462	0.3454	0.0773	0.0722	0.0051	
MZ22521559	MZ22531240	0	1.0000	0.0000	0.8947	0.8947	0.0000	
MZ22507967	MZ22526356	0	1.0000	0.9748	0.9640	0.9964	-0.0324	
MZ22522111	MZ22506244	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22506130	MZ22513424	0	0.4766	1.0000	0.5918	0.8635	-0.2716	
MZ22519013	MZ22520778	0	0.4730	0.8235	0.4592	0.6785	-0.2193	
MZ22517684	MZ22530819	4	0.1370	-0.5000	-0.2273	-0.0754	-0.1519	
MZ22503985	MZ22502771	0	0.9831	0.9155	0.8959	0.9475	-0.0516	
MZ22519107	MZ22527086	0	0.4000	0.0000	0.3077	0.3077	0.0000	
MZ22530398	MZ22508251	0	0.0000	0.2518	0.1077	0.2158	-0.1081	
MZ22519968	MZ22506826	0	-0.1261	1.0000	0.7386	0.8464	-0.1078	
MZ22516290	MZ22506391	0	0.9152	0.2296	0.5972	0.7866	-0.1895	
MZ22527867	MZ22507819	0	1.0000	0.9327	0.9367	0.9423	-0.0056	
MZ22519790	MZ22503839	0	0.9474	0.6550	0.6389	0.8137	-0.1748	
MZ22513030	MZ22515087	0	0.5765	1.0000	0.6595	0.6742	-0.0147	
MZ22505680	MZ22520361	0	1.0000	0.6513	0.8123	0.8630	-0.0507	
MZ22507583	MZ22507734	0	1.0000	0.8889	0.9375	0.9375	-0.0000	
MZ22505923	MZ22527114	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527001	MZ22523564	0	0.6000	0.9630	0.8715	0.8805	-0.0089	
MZ22509035	MZ22514747	0	1.0000	0.7269	0.7218	0.8439	-0.1221	
MZ22511239	MZ22514272	0	0.3253	1.0000	0.5133	0.7751	-0.2618	
MZ22521810	MZ22513675	0	0.9524	1.0000	0.9744	0.9744	0.0000	
MZ22500388	MZ22506826	0	0.4712	1.0000	0.4805	0.6995	-0.2191	
MZ22525299	MZ22512065	0	1.0000	0.8696	0.9250	0.9250	-0.0000	
MZ22529536	MZ22515408	0	0.0000	0.1784	0.0809	0.1586	-0.0777	
MZ22525792	MZ22517024	0	0.8060	0.2574	0.5140	0.6769	-0.1630	
MZ22506534	MZ22522277	0	0.5894	1.0000	0.5924	0.7731	-0.1807	
MZ22514878	MZ22502843	0	1.0000	0.2334	0.3280	0.6277	-0.2997	
MZ22500276	MZ22504963	0	0.1410	1.0000	0.2836	0.5705	-0.2869	
MZ22509821	MZ22526046	0	0.9847	1.0000	0.9844	0.9881	-0.0037	
MZ22531066	MZ22511986	0	-0.5000	0.9048	0.7826	0.7826	0.0000	
MZ22506630	MZ22518094	0	1.0000	0.9375	0.9714	0.9714	0.0000	
MZ22526514	MZ22528108	0	0.0909	0.1104	-0.3208	0.0974	-0.4182	
MZ22524004	MZ22522129	0	-0.3333	0.5000	0.1429	0.1429	-0.0000	
MZ22513632	MZ22519690	0	-0.0924	0.2783	-0.1407	0.1136	-0.2543	
MZ22522019	MZ22503280	0	0.8860	0.3141	0.4082	0.5850	-0.1768	
MZ22517287	MZ22514279	0	-0.0211	1.0000	0.5689	0.7549	-0.1860	
MZ22500415	MZ22521286	0	1.0000	0.9745	0.9735	0.9884	-0.0149	
MZ22500007	MZ22505709	0	0.0389	1.0000	0.2416	0.5065	-0.2649	
MZ22505189	MZ22524698	0	0.7881	0.1864	0.2345	0.4872	-0.2527	
MZ22507425	MZ22530231	0	0.9222	0.0000	0.8105	0.8197	-0.0092	
MZ22530721	MZ22518462	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22513314	MZ22511365	0	0.5144	0.9346	0.7278	0.7448	-0.0170	
MZ22531004	MZ22531253	0	-0.5000	0.9621	0.1931	0.2310	-0.0379	
MZ22512714	MZ22517583	0	0.8476	0.2680	0.4006	0.5305	-0.1299	
MZ22522552	MZ22525347	0	0.8258	0.8022	0.7062	0.8182	-0.1120	
MZ22501396	MZ22501578	0	0.3577	1.0000	0.3793	0.6788	-0.2995	
MZ22523380	MZ22503925	0	0.0437	0.7130	0.3511	0.5384	-0.1874	
MZ22521111	MZ22509286	0	1.0000	0.3448	0.4176	0.6823	-0.2648	
MZ22503624	MZ22518953	0	0.0332	0.9313	0.1545	0.4573	-0.3028	
MZ22523429	MZ22503050	0	0.5516	0.6689	0.3818	0.6485	-0.2668	
MZ22500429	MZ22502189	0	0.2875	1.0000	0.3861	0.6336	-0.2474	
MZ22500581	MZ22528260	0	0.0715	-0.8365	-0.3264	-0.1176	-0.2088	
MZ22516319	MZ22521121	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500208	MZ22515605	0	0.3447	0.9764	0.3553	0.6691	-0.3138	
MZ22507941	MZ22514584	0	0.8983	1.0000	0.9112	0.9468	-0.0355	
MZ22507349	MZ22525703	0	1.0000	0.5000	0.6508	0.6979	-0.0471	
MZ22523083	MZ22510489	0	0.9597	1.0000	0.9580	0.9824	-0.0244	
MZ22518171	MZ22530291	0	0.1485	0.0000	0.1038	0.1328	-0.0290	
MZ22503896	MZ22525570	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22516368	MZ22510946	0	0.8571	0.8235	0.8387	0.8387	0.0000	
MZ22501007	MZ22502205	54	0.1055	0.1890	-0.3725	0.1496	-0.5221	
MZ22511146	MZ22530745	0	1.0000	0.0000	0.8947	0.8947	0.0000	
MZ22503805	MZ22519372	0	1.0000	0.3637	0.6054	0.7332	-0.1278	
MZ22510362	MZ22502658	0	0.5721	1.0000	0.7751	0.7861	-0.0110	
MZ22517103	MZ22529496	0	0.1112	0.0000	0.0985	0.1020	-0.0035	
MZ22523152	MZ22527091	0	0.2857	0.0000	0.2353	0.2353	0.0000	
MZ22517121	MZ22514967	0	0.0551	1.0000	0.5149	0.6625	-0.1476	
MZ22512061	MZ22526415	2	0.5532	0.6000	0.6246	0.5807	0.0439	
MZ22516969	MZ22505234	0	1.0000	0.1467	0.3113	0.5734	-0.2620	
MZ22512521	MZ22510426	0	0.8823	0.9483	0.8913	0.9171	-0.0258	
MZ22507158	MZ22508823	0	0.7272	1.0000	0.8483	0.8779	-0.0297	
MZ22502276	MZ22506568	0	1.0000	0.6086	0.7312	0.8221	-0.0909	
MZ22507737	MZ22518909	0	1.0000	0.9412	0.9737	0.9737	-0.0000	
MZ22502015	MZ22513199	0	0.1123	0.9419	0.2291	0.5389	-0.3098	
MZ22530962	MZ22511741	0	0.0000	0.1091	-0.0011	0.0976	-0.0987	
MZ22524793	MZ22501776	0	0.2457	0.8447	0.3407	0.6250	-0.2844	
MZ22513591	MZ22504944	0	0.8000	1.0000	0.9118	0.9118	0.0000	
MZ22506304	MZ22526033	0	0.8889	0.7943	0.6714	0.8683	-0.1969	
MZ22514713	MZ22524682	0	0.8750	0.2853	0.4215	0.6955	-0.2740	
MZ22517618	MZ22504104	0	0.9444	1.0000	0.9744	0.9744	0.0000	
MZ22524729	MZ22521762	0	1.0000	0.8461	0.9375	0.9375	0.0000	
MZ22519076	MZ22508367	0	0.9577	0.9474	0.9317	0.9525	-0.0208	
MZ22528097	MZ22522979	0	0.0998	1.0000	0.7960	0.9052	-0.1093	
MZ22512287	MZ22520589	0	0.6362	0.2053	-0.0394	0.4342	-0.4736	
MZ22501557	MZ22510366	0	0.4259	0.8125	0.4924	0.5521	-0.0597	
MZ22527487	MZ22504829	0	0.6505	0.5280	0.2729	0.5574	-0.2845	
MZ22500867	MZ22515472	0	0.2431	1.0000	0.3603	0.6594	-0.2990	
MZ22515743	MZ22512039	0	0.9610	0.9122	0.8987	0.9359	-0.0372	
MZ22501361	MZ22527969	6	0.2034	-0.7806	-0.0902	-0.0590	-0.0312	
MZ22517322	MZ22525103	0	0.9615	0.8823	0.9104	0.9252	-0.0147	
MZ22527332	MZ22516073	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22504433	MZ22510444	0	0.7123	1.0000	0.8157	0.8729	-0.0572	
MZ22529786	MZ22500528	0	0.5000	0.2202	0.1285	0.2688	-0.1404	
MZ22520477	MZ22526341	0	0.8419	0.1907	0.4209	0.5488	-0.1280	
MZ22510210	MZ22500926	0	0.9545	1.0000	0.9609	0.9772	-0.0163	
MZ22511517	MZ22514533	0	0.7692	1.0000	0.8966	0.8966	0.0000	
MZ22515257	MZ22505259	0	0.8197	1.0000	0.8505	0.9356	-0.0851	
MZ22531030	MZ22505961	0	-1.0000	0.5511	0.3485	0.3960	-0.0475	
MZ22525143	MZ22500432	0	0.4070	0.0633	-0.3267	0.1558	-0.4825	
MZ22504386	MZ22504401	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530283	MZ22509570	0	0.8676	0.9091	0.7719	0.9049	-0.1330	
MZ22519414	MZ22523015	0	-0.0189	1.0000	0.3796	0.3886	-0.0091	
MZ22518362	MZ22512854	0	0.1667	1.0000	0.7826	0.7826	-0.0000	
MZ22501954	MZ22501660	0	0.9740	1.0000	0.9732	0.9874	-0.0141	
MZ22511795	MZ22502740	0	0.0278	0.9356	0.1991	0.4694	-0.2704	
MZ22523451	MZ22511331	0	0.9572	0.8570	0.8583	0.9056	-0.0473	
MZ22504043	MZ22503393	0	0.2904	-0.0295	-0.4209	0.1305	-0.5513	
MZ22500391	MZ22512179	0	0.3142	0.5000	0.1911	0.4017	-0.2105	
MZ22507017	MZ22501213	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22521231	MZ22500953	0	0.8584	0.5950	0.5296	0.7020	-0.1725	
MZ22518158	MZ22527144	0	1.0000	0.8322	0.8587	0.9695	-0.1108	
MZ22529766	MZ22529321	0	0.0000	1.0000	0.5000	0.5000	0.0000	
MZ22530112	MZ22506303	0	-1.0000	0.9164	0.7053	0.7147	-0.0094	
MZ22503244	MZ22514726	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22510807	MZ22517047	135	0.2719	0.5552	0.4767	0.3664	0.1104	
MZ22500931	MZ22519760	0	0.1817	0.3500	0.0270	0.2703	-0.2433	
MZ22511265	MZ22510827	0	0.1013	0.6378	-0.0489	0.3696	-0.4185	
MZ22501410	MZ22514174	117	0.1075	0.7646	0.3019	0.4015	-0.0996	
MZ22528268	MZ22506885	12	0.1595	-0.1212	0.8889	-0.0588	0.9477	
MZ22524793	MZ22526082	0	0.2457	0.9093	0.2136	0.4531	-0.2395	
MZ22515302	MZ22510968	0	0.2731	0.9557	0.5748	0.8073	-0.2325	
MZ22509257	MZ22521534	0	0.2903	0.7273	0.1877	0.4619	-0.2743	
MZ22512038	MZ22500294	0	1.0000	0.5099	0.5429	0.7615	-0.2186	
MZ22512735	MZ22511362	0	0.8125	0.9444	0.8824	0.8824	0.0000	
MZ22501255	MZ22512784	0	0.9474	1.0000	0.9737	0.9737	-0.0000	
MZ22526759	MZ22507754	0	0.3319	1.0000	0.5858	0.8330	-0.2472	
MZ22528951	MZ22525394	0	0.4782	-0.2311	-0.3792	0.0054	-0.3846	
MZ22527756	MZ22517523	0	0.6452	1.0000	0.7742	0.9229	-0.1486	
MZ22504390	MZ22524821	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22524282	MZ22523791	0	0.8667	-0.6667	0.4286	0.4286	-0.0000	
MZ22506813	MZ22519486	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22512514	MZ22512845	0	1.0000	0.0095	0.5824	0.6952	-0.1129	
MZ22510169	MZ22531209	0	1.0000	0.0000	0.9130	0.9130	0.0000	
MZ22502601	MZ22522027	0	1.0000	0.4434	0.5160	0.8073	-0.2913	
MZ22518131	MZ22503987	0	0.9764	0.9118	0.9097	0.9422	-0.0326	
MZ22516269	MZ22515615	0	1.0000	0.8889	0.9459	0.9459	-0.0000	
MZ22502265	MZ22523065	0	0.8129	0.7500	0.7951	0.8032	-0.0082	
MZ22517966	MZ22520019	0	0.9320	0.9705	0.8937	0.9384	-0.0448	
MZ22530278	MZ22502152	0	0.0000	1.0000	0.9000	0.9000	0.0000	
MZ22507793	MZ22506254	0	0.8137	0.9439	0.7500	0.8788	-0.1288	
MZ22503230	MZ22512601	0	0.9716	0.8987	0.9161	0.9331	-0.0170	
MZ22500022	MZ22512522	0	0.0595	0.0837	-0.2090	0.0630	-0.2720	
MZ22508068	MZ22516979	0	0.4240	1.0000	0.4688	0.7202	-0.2514	
MZ22508297	MZ22519192	0	0.2176	0.5694	0.1895	0.3724	-0.1829	
MZ22509611	MZ22512891	0	1.0000	-0.0731	0.5572	0.7111	-0.1539	
MZ22523349	MZ22524457	0	-0.3044	0.2000	-0.1314	-0.1243	-0.0072	
MZ22528956	MZ22506569	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22511304	MZ22500177	0	1.0000	0.3470	0.3876	0.6735	-0.2859	
MZ22513567	MZ22514816	0	1.0000	0.7942	0.8675	0.9118	-0.0444	
MZ22505547	MZ22518094	0	0.4519	0.9375	0.4451	0.6739	-0.2288	
MZ22505160	MZ22511993	0	0.9529	0.8013	0.7898	0.8893	-0.0995	
MZ22514375	MZ22502242	0	0.9378	0.9444	0.9051	0.9414	-0.0363	
MZ22500060	MZ22525535	9	0.2134	0.6301	0.0589	0.3040	-0.2452	
MZ22501636	MZ22515357	0	0.9528	1.0000	0.9516	0.9751	-0.0235	
MZ22525688	MZ22522608	0	1.0000	0.9412	0.9688	0.9688	-0.0000	
MZ22513413	MZ22519782	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22516213	MZ22519113	0	0.8889	0.5909	0.8152	0.8241	-0.0089	
MZ22527704	MZ22520277	0	-0.3333	0.3319	-0.0800	0.1323	-0.2123	
MZ22525712	MZ22520778	0	1.0000	0.8235	0.9143	0.9143	-0.0000	
MZ22513947	MZ22505662	0	1.0000	0.0864	0.2789	0.5562	-0.2773	
MZ22523349	MZ22525188	0	-0.3044	0.9505	0.4911	0.5161	-0.0250	
MZ22513867	MZ22512881	1	0.7380	0.9968	0.8756	0.8870	-0.0114	
MZ22518476	MZ22522020	0	0.1273	1.0000	0.7307	0.8753	-0.1447	
MZ22525482	MZ22509354	0	1.0000	0.4706	0.6897	0.6897	-0.0000	
MZ22517456	MZ22514590	10	-0.3012	0.4922	0.2234	0.0955	0.1279	
MZ22522065	MZ22519281	0	0.6667	0.5000	0.6087	0.6087	-0.0000	
MZ22506942	MZ22509625	0	1.0000	0.2821	0.3774	0.6621	-0.2848	
MZ22502208	MZ22528396	0	1.0000	0.0000	0.9000	0.9000	0.0000	
MZ22501480	MZ22503145	0	0.4775	0.5666	0.0502	0.5244	-0.4742	
MZ22510049	MZ22517546	0	1.0000	0.6710	0.7523	0.8638	-0.1115	
MZ22527676	MZ22513969	0	0.6546	0.7827	0.5912	0.7693	-0.1780	
MZ22503665	MZ22503946	0	1.0000	0.8473	0.8428	0.9236	-0.0808	
MZ22510894	MZ22530139	0	0.0905	-0.5000	-0.0172	0.0283	-0.0456	
MZ22506006	MZ22526887	0	0.0615	0.9761	0.0186	0.1486	-0.1300	
MZ22506006	MZ22512079	0	0.0615	0.8000	0.1329	0.3873	-0.2544	
MZ22503475	MZ22509633	0	0.9025	1.0000	0.9397	0.9403	-0.0006	
MZ22518062	MZ22503915	0	-0.0837	0.9019	0.2651	0.4224	-0.1573	
MZ22511926	MZ22508525	0	1.0000	0.9520	0.9503	0.9767	-0.0264	
MZ22514132	MZ22529407	0	1.0000	0.0000	0.9000	0.9000	0.0000	
MZ22503459	MZ22526356	0	0.2942	0.9748	0.2526	0.3914	-0.1389	
MZ22518833	MZ22530451	0	0.1473	-0.5000	0.0184	0.0477	-0.0293	
MZ22527368	MZ22520388	0	0.7143	0.5511	0.4443	0.6055	-0.1611	
MZ22500138	MZ22515814	0	0.1020	0.9614	0.1880	0.4267	-0.2387	
MZ22518395	MZ22509626	0	0.2170	0.3213	-0.1215	0.2865	-0.4080	
MZ22501177	MZ22500705	0	0.8595	1.0000	0.8554	0.9297	-0.0743	
MZ22526753	MZ22509921	0	1.0000	0.9841	0.9839	0.9875	-0.0037	
MZ22515207	MZ22526755	0	0.7015	0.0000	0.5980	0.6058	-0.0079	
MZ22512439	MZ22506282	0	1.0000	0.8309	0.8500	0.9215	-0.0715	
MZ22505826	MZ22503829	0	0.3193	1.0000	0.5730	0.8235	-0.2505	
MZ22510362	MZ22523038	0	0.5721	0.5714	0.5627	0.5719	-0.0092	
MZ22506930	MZ22509952	0	0.2879	1.0000	0.3771	0.5253	-0.1482	
MZ22508399	MZ22508209	0	1.0000	0.4065	0.5027	0.7113	-0.2085	
MZ22519550	MZ22523180	2	0.7388	0.8605	0.8549	0.7778	0.0772	
MZ22528743	MZ22528885	0	1.0000	-0.0368	0.1656	0.4816	-0.3160	
MZ22503906	MZ22510156	0	0.9500	0.9561	0.9363	0.9529	-0.0165	
MZ22515505	MZ22523939	0	1.0000	-0.2657	0.7248	0.8192	-0.0944	
MZ22510694	MZ22504843	0	1.0000	0.9920	0.9918	0.9960	-0.0042	
MZ22509091	MZ22517251	0	0.5560	1.0000	0.6959	0.8224	-0.1265	
MZ22512184	MZ22500804	102	0.3341	0.2046	0.4533	0.2345	0.2188	
MZ22520688	MZ22516531	0	0.9530	0.3992	0.3900	0.7222	-0.3322	
MZ22514783	MZ22503121	0	0.2500	1.0000	0.7097	0.7097	0.0000	
MZ22523160	MZ22501361	0	0.9331	0.2034	0.5367	0.6563	-0.1196	
MZ22501059	MZ22530237	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22518363	MZ22500456	0	0.9377	1.0000	0.9353	0.9717	-0.0364	
MZ22510343	MZ22517103	0	0.1929	0.1112	-0.0280	0.1343	-0.1623	
MZ22526426	MZ22518721	0	1.0000	0.8438	0.8393	0.9195	-0.0802	
MZ22521591	MZ22523216	0	1.0000	0.9286	0.9655	0.9655	0.0000	
MZ22525967	MZ22505611	0	0.8000	1.0000	0.9583	0.9583	0.0000	
MZ22516072	MZ22500650	0	0.9651	0.2939	0.3389	0.6295	-0.2906	
MZ22509000	MZ22518656	0	0.6451	0.7996	0.5655	0.7143	-0.1489	
MZ22514820	MZ22517390	0	1.0000	0.7994	0.8501	0.8544	-0.0044	
MZ22515649	MZ22522886	0	0.9202	0.9666	0.8828	0.9434	-0.0606	
MZ22506961	MZ22525136	0	0.9444	0.9456	0.9093	0.9449	-0.0356	
MZ22524160	MZ22526922	0	0.9375	0.0000	0.7895	0.7895	0.0000	
MZ22527813	MZ22527735	0	0.9945	0.7500	0.8828	0.8858	-0.0030	
MZ22501140	MZ22514253	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22501136	MZ22519545	0	0.0106	0.9588	0.1661	0.4207	-0.2545	
MZ22506193	MZ22519131	0	0.5613	0.9397	0.5200	0.7556	-0.2356	
MZ22519500	MZ22511898	0	0.1559	1.0000	0.2787	0.5651	-0.2864	
MZ22518081	MZ22525767	0	0.9828	0.9640	0.9451	0.9737	-0.0286	
MZ22521383	MZ22529201	0	0.9677	0.0000	0.8424	0.8467	-0.0044	
MZ22515447	MZ22508113	0	0.9758	1.0000	0.9751	0.9882	-0.0132	
MZ22500204	MZ22506247	0	0.1271	0.0715	-0.4468	0.1024	-0.5492	
MZ22530432	MZ22501367	0	0.0000	0.9444	0.8656	0.8688	-0.0032	
MZ22517562	MZ22509798	0	1.0000	0.9167	0.9286	0.9286	-0.0000	
MZ22503322	MZ22506584	0	0.9457	0.3880	0.3616	0.6815	-0.3199	
MZ22519117	MZ22504147	0	1.0000	0.7652	0.7651	0.8891	-0.1240	
MZ22502897	MZ22514971	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22501314	MZ22503958	0	0.7464	0.8823	0.6976	0.7990	-0.1013	
MZ22513551	MZ22520735	0	0.8409	0.6667	0.7308	0.7458	-0.0151	
MZ22525771	MZ22516943	0	0.7111	0.9291	0.7126	0.8452	-0.1326	
MZ22517934	MZ22527081	0	1.0000	0.0000	0.8182	0.8182	0.0000	
MZ22522354	MZ22525369	0	0.0000	0.9375	0.7895	0.7895	0.0000	
MZ22527641	MZ22514862	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22510305	MZ22527107	0	0.6667	0.5000	0.6250	0.6250	-0.0000	
MZ22511094	MZ22515833	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22512773	MZ22520952	0	0.9563	0.8667	0.9017	0.9168	-0.0151	
MZ22510857	MZ22519712	0	0.8370	0.4668	0.3395	0.6966	-0.3571	
MZ22500339	MZ22530001	0	1.0000	0.0000	0.9000	0.9000	0.0000	
MZ22509810	MZ22505611	0	0.7058	1.0000	0.8188	0.8702	-0.0514	
MZ22512028	MZ22523860	0	0.9834	0.6844	0.7933	0.8700	-0.0767	
MZ22503049	MZ22511635	0	0.8273	1.0000	0.8339	0.9161	-0.0822	
MZ22503033	MZ22500956	0	0.9896	0.7236	0.7079	0.8604	-0.1525	
MZ22504835	MZ22509605	0	0.6590	1.0000	0.6561	0.8441	-0.1881	
MZ22504218	MZ22524783	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500984	MZ22509562	0	0.0537	1.0000	0.2705	0.5404	-0.2698	
MZ22523836	MZ22524301	0	0.9444	0.9333	0.9394	0.9394	0.0000	
MZ22527199	MZ22500949	0	-0.2500	-0.0678	-0.2459	-0.1009	-0.1450	
MZ22514222	MZ22516530	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22524750	MZ22525485	0	0.8467	0.8000	0.7837	0.8329	-0.0492	
MZ22515749	MZ22529429	0	1.0000	-0.5000	0.8333	0.8333	0.0000	
MZ22512869	MZ22503886	0	0.1217	0.8068	0.1560	0.4643	-0.3083	
MZ22518910	MZ22523868	0	0.4994	0.0607	-0.4190	0.2070	-0.6260	
MZ22513351	MZ22522609	0	0.7000	0.6197	0.4925	0.6732	-0.1807	
MZ22503041	MZ22522143	0	0.6250	0.6121	0.5579	0.6186	-0.0606	
MZ22505271	MZ22519058	0	0.7780	0.9525	0.7350	0.8594	-0.1244	
MZ22510301	MZ22502703	0	-0.0306	0.8671	0.1543	0.2180	-0.0637	
MZ22504722	MZ22520621	0	0.9603	0.5360	0.6497	0.7746	-0.1250	
MZ22525341	MZ22501175	0	0.8823	0.3412	0.3284	0.6040	-0.2756	
MZ22527941	MZ22529907	0	0.2227	0.8139	-0.0647	0.5183	-0.5830	
MZ22519580	MZ22504665	0	0.7647	1.0000	0.8857	0.8857	-0.0000	
MZ22518494	MZ22507850	0	0.8125	0.3977	0.3740	0.5929	-0.2189	
MZ22502725	MZ22509453	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22524361	MZ22508237	0	0.1642	0.9196	0.3766	0.5167	-0.1401	
MZ22513937	MZ22500323	0	1.0000	0.8656	0.9144	0.9293	-0.0149	
MZ22507631	MZ22524785	0	-0.3510	0.2089	-0.4270	-0.0495	-0.3775	
MZ22503395	MZ22516778	0	0.8254	0.8000	0.7329	0.8142	-0.0813	
MZ22509536	MZ22508113	0	0.2588	1.0000	0.5342	0.6294	-0.0952	
MZ22521745	MZ22525703	0	1.0000	0.5000	0.6458	0.6915	-0.0457	
MZ22512663	MZ22520616	0	0.7553	0.0930	0.4584	0.6311	-0.1728	
MZ22527005	MZ22522120	1	-0.3333	0.9908	0.8019	0.7922	0.0098	
MZ22511155	MZ22506062	0	1.0000	0.4040	0.4078	0.7020	-0.2942	
MZ22517474	MZ22511816	0	0.8574	0.3188	0.5447	0.5674	-0.0227	
MZ22513668	MZ22526948	0	0.7116	-0.2000	0.4576	0.4717	-0.0141	
MZ22521128	MZ22505009	0	-0.3350	1.0000	0.7770	0.8179	-0.0409	
MZ22509326	MZ22500629	42	0.8566	0.7900	0.9856	0.8213	0.1644	
MZ22520294	MZ22501867	0	0.9412	0.6696	0.6433	0.8015	-0.1582	
MZ22513209	MZ22514454	0	1.0000	0.9192	0.9166	0.9596	-0.0429	
MZ22521415	MZ22508712	0	0.5612	0.9412	0.6369	0.8688	-0.2319	
MZ22517474	MZ22509176	0	0.8574	0.6896	0.7227	0.7546	-0.0319	
MZ22502179	MZ22519138	0	0.8109	0.8750	0.7863	0.8411	-0.0548	
MZ22519677	MZ22500746	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22507584	MZ22502617	0	0.9601	1.0000	0.9632	0.9811	-0.0180	
MZ22517242	MZ22524844	0	0.7643	0.3333	0.5860	0.6027	-0.0167	
MZ22512486	MZ22515885	0	0.2963	0.3000	0.2077	0.2985	-0.0908	
MZ22505796	MZ22524500	0	0.4487	1.0000	0.4425	0.7007	-0.2582	
MZ22506754	MZ22529011	3	0.4706	-0.5000	0.5069	0.4333	0.0736	
MZ22510572	MZ22517009	0	0.2073	0.5401	0.1250	0.3005	-0.1755	
MZ22516148	MZ22521813	0	1.0000	0.8099	0.8831	0.8891	-0.0060	
MZ22524911	MZ22515666	0	0.0892	0.6667	0.4140	0.5704	-0.1565	
MZ22507218	MZ22527832	0	0.8062	-0.0095	0.5330	0.6897	-0.1567	
MZ22512138	MZ22517261	0	0.5263	1.0000	0.7632	0.7632	-0.0000	
