F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s 	 s12 	 s12-s 
MZ22526217	MZ22529549	0	0.0000	1.0000	0.4000	0.4000	0.0000	
MZ22510326	MZ22515062	0	0.9444	1.0000	0.9722	0.9722	0.0000	
MZ22528670	MZ22523472	0	0.1529	0.6000	0.3512	0.5255	-0.1743	
MZ22507036	MZ22517014	0	0.8378	0.8042	0.6280	0.8284	-0.2005	
MZ22513979	MZ22507171	0	0.8376	0.9665	0.8445	0.8840	-0.0395	
MZ22505972	MZ22504256	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22501958	MZ22511907	0	1.0000	0.6242	0.8050	0.8175	-0.0125	
MZ22523193	MZ22516346	0	1.0000	0.9163	0.9450	0.9582	-0.0132	
MZ22529124	MZ22528644	0	0.0000	1.0000	0.5000	0.5000	0.0000	
MZ22501039	MZ22528812	0	0.2390	1.0000	0.2328	0.3477	-0.1149	
MZ22508812	MZ22522460	0	0.7935	0.2140	0.5231	0.5849	-0.0618	
MZ22510891	MZ22507653	0	1.0000	0.9611	0.9604	0.9755	-0.0151	
MZ22530491	MZ22527894	0	-1.0000	1.0000	0.3333	0.3333	0.0000	
MZ22527661	MZ22520306	0	0.5000	0.9444	0.8636	0.8636	0.0000	
MZ22524767	MZ22500405	0	0.4000	0.7363	0.5166	0.6162	-0.0996	
MZ22523317	MZ22530182	0	1.0000	0.8601	0.8313	0.9853	-0.1540	
MZ22524831	MZ22521140	0	0.8235	0.3834	0.6121	0.7728	-0.1607	
MZ22512292	MZ22515682	0	0.9568	0.3080	0.3466	0.6232	-0.2765	
MZ22503479	MZ22519416	0	0.8823	1.0000	0.9412	0.9412	0.0000	
MZ22505682	MZ22529580	0	0.9679	0.0000	0.8677	0.8711	-0.0034	
MZ22510537	MZ22509005	0	1.0000	0.2114	0.7324	0.8873	-0.1549	
MZ22514252	MZ22516770	0	0.9575	0.3623	0.5622	0.7670	-0.2048	
MZ22525136	MZ22523116	0	0.9456	0.6316	0.7168	0.7531	-0.0364	
MZ22526050	MZ22508156	0	0.6667	1.0000	0.8621	0.8621	-0.0000	
MZ22530367	MZ22522757	0	0.0000	1.0000	0.6000	0.6000	0.0000	
MZ22504430	MZ22519456	0	0.1251	0.7853	0.0965	0.4252	-0.3287	
MZ22518177	MZ22516344	0	0.9642	1.0000	0.9631	0.9826	-0.0195	
MZ22527215	MZ22514976	0	0.7025	0.9636	0.6381	0.8833	-0.2452	
MZ22525001	MZ22506717	0	0.2527	1.0000	0.7029	0.7166	-0.0137	
MZ22529004	MZ22501916	0	1.0000	0.9198	0.9206	0.9278	-0.0072	
MZ22512020	MZ22508859	0	0.0495	0.8333	0.3425	0.6094	-0.2669	
MZ22522146	MZ22513203	0	0.6667	0.8913	0.8344	0.8538	-0.0194	
MZ22504268	MZ22501117	0	0.9442	1.0000	0.9538	0.9690	-0.0152	
MZ22521728	MZ22525050	0	0.1234	0.0000	-0.0972	0.0925	-0.1897	
MZ22531240	MZ22529471	0	0.0000	0.0000	0.0000	0.0000	0.0000	
MZ22509264	MZ22505357	0	1.0000	0.7895	0.8857	0.8857	0.0000	
MZ22507614	MZ22520830	0	1.0000	0.8889	0.9630	0.9630	-0.0000	
MZ22519131	MZ22502972	0	0.9397	0.9896	0.9274	0.9640	-0.0366	
MZ22518004	MZ22514967	0	0.6378	1.0000	0.6472	0.8295	-0.1824	
MZ22503239	MZ22518321	0	0.8500	1.0000	0.9211	0.9211	0.0000	
MZ22530870	MZ22521061	0	1.0000	0.2501	0.4126	0.4376	-0.0250	
MZ22512600	MZ22513458	0	0.5199	0.8000	0.5899	0.7635	-0.1735	
MZ22530835	MZ22529743	0	0.0000	0.1316	-0.3077	0.0658	-0.3735	
MZ22516319	MZ22528039	0	1.0000	0.0000	0.9000	0.9000	0.0000	
MZ22511691	MZ22526781	0	0.9438	1.0000	0.9552	0.9727	-0.0176	
MZ22528802	MZ22518983	0	1.0000	0.8571	0.8750	0.8750	0.0000	
MZ22516091	MZ22507227	0	0.9133	0.9638	0.9083	0.9400	-0.0317	
MZ22523609	MZ22506499	0	0.4394	0.1121	-0.1438	0.3055	-0.4493	
MZ22501650	MZ22529743	0	0.7689	0.1316	0.5778	0.7052	-0.1274	
MZ22510185	MZ22506336	0	0.8823	1.0000	0.9429	0.9429	0.0000	
MZ22525122	MZ22531025	0	0.6218	0.0000	0.4481	0.5182	-0.0700	
MZ22510734	MZ22509780	0	0.3025	1.0000	0.3788	0.6718	-0.2930	
MZ22519777	MZ22521799	0	0.9631	0.3601	0.5968	0.8339	-0.2371	
MZ22526469	MZ22530426	0	-0.6667	-0.5000	-0.6000	-0.6000	0.0000	
MZ22524410	MZ22529456	0	0.2237	-0.5000	-0.0013	0.0428	-0.0441	
MZ22503268	MZ22530575	0	0.0371	-0.5000	-0.1008	-0.0166	-0.0842	
MZ22503226	MZ22514872	0	1.0000	0.8273	0.9064	0.9244	-0.0181	
MZ22523039	MZ22502197	0	-0.3333	-0.0100	-0.1813	-0.0562	-0.1251	
MZ22524698	MZ22518244	0	0.1864	0.6457	0.1132	0.3996	-0.2864	
MZ22509999	MZ22528475	0	1.0000	0.0000	0.8947	0.8947	0.0000	
MZ22526422	MZ22530363	0	0.4310	-0.5000	0.1148	0.2448	-0.1301	
MZ22514238	MZ22525786	0	0.3171	1.0000	0.6323	0.6939	-0.0615	
MZ22512122	MZ22503910	0	1.0000	0.0673	0.2612	0.5337	-0.2724	
MZ22528617	MZ22526256	0	-0.5000	0.2500	0.1000	0.1000	0.0000	
MZ22502544	MZ22506067	0	1.0000	0.2501	0.5616	0.6251	-0.0634	
MZ22530018	MZ22521981	0	0.0000	0.8667	0.7647	0.7647	-0.0000	
MZ22507485	MZ22500360	0	0.4057	0.1986	-0.2605	0.2651	-0.5256	
MZ22507252	MZ22520753	0	1.0000	0.4548	0.5998	0.8637	-0.2639	
MZ22512407	MZ22509628	0	0.5856	0.9623	0.5565	0.7739	-0.2175	
MZ22529234	MZ22522188	0	0.1322	0.5085	0.2810	0.4547	-0.1737	
MZ22511721	MZ22520473	0	0.9022	0.9645	0.8963	0.9291	-0.0328	
MZ22530216	MZ22504112	0	0.3333	1.0000	0.9048	0.9048	0.0000	
MZ22515430	MZ22526169	0	0.8125	0.9000	0.8462	0.8462	0.0000	
MZ22500147	MZ22504043	0	0.8856	0.2904	0.2831	0.5880	-0.3049	
MZ22509034	MZ22515976	0	1.0000	0.5995	0.6484	0.8205	-0.1720	
MZ22501464	MZ22515219	0	0.0764	1.0000	0.2535	0.5139	-0.2604	
MZ22523878	MZ22504979	0	1.0000	0.9409	0.9393	0.9687	-0.0294	
MZ22528754	MZ22505199	0	0.0000	0.9444	0.8500	0.8500	0.0000	
MZ22509078	MZ22514209	0	0.9479	0.8461	0.8577	0.8904	-0.0327	
MZ22508318	MZ22510437	0	0.9276	-0.1071	0.3648	0.5396	-0.1748	
MZ22506584	MZ22524007	0	0.3880	1.0000	0.3916	0.6662	-0.2746	
MZ22518715	MZ22511340	0	0.8428	0.5166	0.5807	0.7060	-0.1253	
MZ22526963	MZ22514715	0	0.9386	-0.0089	0.2861	0.5596	-0.2735	
MZ22526933	MZ22508600	0	0.9132	0.9444	0.8965	0.9357	-0.0392	
MZ22513196	MZ22520683	0	0.8125	1.0000	0.9091	0.9091	0.0000	
MZ22527666	MZ22516910	0	0.0000	0.7500	0.5000	0.5000	0.0000	
MZ22523255	MZ22524738	0	0.2195	0.2150	0.1886	0.2191	-0.0305	
MZ22500977	MZ22510322	0	0.7900	0.0994	0.5301	0.6958	-0.1657	
MZ22525711	MZ22521991	0	-0.4736	0.0000	-0.3947	-0.2368	-0.1579	
MZ22507075	MZ22516234	0	0.5652	0.9099	0.5568	0.7519	-0.1951	
MZ22501238	MZ22524144	0	1.0000	0.1525	0.6314	0.7392	-0.1079	
MZ22531256	MZ22518894	0	0.0000	0.9723	0.8721	0.8751	-0.0029	
MZ22511611	MZ22500855	0	0.7647	1.0000	0.8889	0.8889	-0.0000	
MZ22513758	MZ22500740	0	0.2139	0.7550	0.4231	0.5386	-0.1155	
MZ22528184	MZ22506380	0	-1.0000	0.1533	-0.2194	-0.0773	-0.1421	
MZ22521710	MZ22521302	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22505436	MZ22504528	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527905	MZ22507161	0	0.6969	1.0000	0.8425	0.9567	-0.1142	
MZ22504585	MZ22526856	0	0.8823	0.8173	0.7305	0.8583	-0.1278	
MZ22501388	MZ22516420	0	1.0000	-0.3963	0.5461	0.6380	-0.0919	
MZ22527725	MZ22501661	0	-0.2366	0.9474	0.7019	0.7415	-0.0396	
MZ22528813	MZ22528675	0	0.0000	0.4935	-0.1709	0.2467	-0.4176	
MZ22515534	MZ22503058	0	0.9560	1.0000	0.9547	0.9791	-0.0244	
MZ22512274	MZ22523008	0	1.0000	0.0972	0.7301	0.8710	-0.1409	
MZ22505099	MZ22521502	0	0.4844	0.9741	0.4638	0.6829	-0.2191	
MZ22506263	MZ22530702	0	0.9412	0.0000	0.8421	0.8421	-0.0000	
MZ22500467	MZ22516897	0	0.7778	1.0000	0.9259	0.9259	-0.0000	
MZ22530729	MZ22530869	0	0.0000	-0.3333	-0.2000	-0.2000	-0.0000	
MZ22517671	MZ22501683	0	0.9812	0.2089	0.2548	0.5544	-0.2996	
MZ22519206	MZ22503845	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22523955	MZ22515196	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530874	MZ22514375	0	-0.5000	0.9378	0.7608	0.7687	-0.0078	
MZ22525771	MZ22503377	0	0.7111	1.0000	0.7619	0.8968	-0.1349	
MZ22524521	MZ22522475	0	0.6566	0.6569	0.6343	0.6568	-0.0225	
MZ22517559	MZ22514262	0	0.4078	0.8750	0.5828	0.6045	-0.0217	
MZ22520364	MZ22531064	0	0.1090	-0.5000	-0.4608	-0.1346	-0.3262	
MZ22501117	MZ22524694	0	1.0000	0.9015	0.8752	0.9803	-0.1051	
MZ22507801	MZ22502239	0	0.9577	1.0000	0.9565	0.9789	-0.0224	
MZ22520914	MZ22513370	0	0.8000	0.9687	0.8770	0.8920	-0.0150	
MZ22511328	MZ22517710	0	0.9805	0.2857	0.7419	0.7489	-0.0070	
MZ22515429	MZ22518766	0	0.1734	1.0000	0.5680	0.6125	-0.0446	
MZ22506059	MZ22517720	0	0.9786	0.7124	0.7721	0.8455	-0.0734	
MZ22513302	MZ22520464	0	0.7103	0.9444	0.6609	0.8608	-0.2000	
MZ22506416	MZ22524945	0	0.7326	0.9637	0.7455	0.8370	-0.0915	
MZ22505168	MZ22529830	0	1.0000	0.5663	0.8030	0.9543	-0.1514	
MZ22517283	MZ22508330	0	0.0065	0.1561	-0.3946	0.0813	-0.4759	
MZ22518115	MZ22525772	0	1.0000	0.0000	0.8947	0.8947	0.0000	
MZ22502609	MZ22525184	0	0.1286	-0.0209	-0.3206	0.0843	-0.4049	
MZ22529318	MZ22501369	0	0.1316	0.2020	0.0034	0.1950	-0.1916	
MZ22518860	MZ22502300	0	0.6432	0.9474	0.7283	0.8425	-0.1142	
MZ22523120	MZ22507360	0	0.9537	-0.2207	0.3855	0.5779	-0.1924	
MZ22511450	MZ22517428	0	0.7635	0.8235	0.6685	0.8027	-0.1342	
MZ22530238	MZ22522059	0	0.7036	0.9722	0.8490	0.9298	-0.0807	
MZ22526660	MZ22527109	0	0.5716	0.9840	0.5297	0.7303	-0.2006	
MZ22509282	MZ22522408	0	1.0000	0.1299	0.6945	0.8550	-0.1605	
MZ22516680	MZ22519037	0	1.0000	0.6000	0.8519	0.8519	0.0000	
MZ22524317	MZ22513458	0	1.0000	0.8000	0.8261	0.8261	0.0000	
MZ22523374	MZ22528500	0	0.9551	1.0000	0.9544	0.9620	-0.0076	
MZ22504049	MZ22501746	0	0.6014	1.0000	0.7994	0.8112	-0.0117	
MZ22528696	MZ22503897	0	-0.5000	1.0000	0.8500	0.8500	0.0000	
MZ22526413	MZ22511185	0	0.5000	0.4286	0.4545	0.4545	0.0000	
MZ22523298	MZ22512921	0	0.0000	1.0000	0.8571	0.8571	0.0000	
MZ22529954	MZ22503048	0	0.3541	0.6175	0.4674	0.5924	-0.1251	
MZ22516443	MZ22521160	0	0.9091	1.0000	0.9065	0.9559	-0.0494	
MZ22530255	MZ22528596	0	0.0000	1.0000	0.5000	0.5000	0.0000	
MZ22528884	MZ22525612	0	0.7668	-0.0869	-0.0633	0.1028	-0.1661	
MZ22504679	MZ22530676	0	1.0000	0.2418	0.8081	0.9242	-0.1160	
MZ22512463	MZ22506551	0	0.1422	1.0000	0.3268	0.5711	-0.2443	
MZ22501189	MZ22529205	0	0.9737	0.1597	0.7969	0.8997	-0.1028	
MZ22502590	MZ22528890	0	1.0000	0.5219	0.7675	0.9402	-0.1728	
MZ22518776	MZ22522717	0	0.0000	1.0000	0.8421	0.8421	0.0000	
MZ22520732	MZ22521430	0	1.0000	0.6667	0.9500	0.9500	-0.0000	
MZ22503292	MZ22517950	0	1.0000	0.5944	0.6275	0.8894	-0.2619	
MZ22500742	MZ22509536	0	0.0512	0.2588	-0.1647	0.1523	-0.3171	
MZ22509434	MZ22502354	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22510026	MZ22508018	0	0.4032	0.9505	0.3596	0.6546	-0.2951	
MZ22519942	MZ22503927	0	0.9569	0.9000	0.8997	0.9253	-0.0256	
MZ22500742	MZ22504070	0	0.0512	1.0000	0.2920	0.5135	-0.2214	
MZ22506722	MZ22528325	0	0.5000	0.0000	0.4000	0.4000	0.0000	
MZ22526508	MZ22524768	0	0.5582	1.0000	0.7642	0.8422	-0.0780	
MZ22526800	MZ22507373	0	0.4288	0.8560	0.6529	0.7919	-0.1390	
MZ22513079	MZ22506628	0	0.6670	0.8912	0.6675	0.8062	-0.1387	
MZ22504114	MZ22528432	0	1.0000	0.0000	0.9000	0.9000	0.0000	
MZ22509448	MZ22515483	0	0.7402	1.0000	0.7561	0.8571	-0.1010	
MZ22509356	MZ22516212	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22516412	MZ22528683	0	0.0000	0.0000	0.0000	0.0000	0.0000	
MZ22513945	MZ22530297	0	1.0000	0.0000	0.8947	0.8947	0.0000	
MZ22528690	MZ22529431	0	1.0000	0.0000	0.5000	0.5000	0.0000	
MZ22519008	MZ22509447	0	-0.0324	0.3213	-0.0641	0.0737	-0.1378	
MZ22511604	MZ22510279	0	0.2645	1.0000	0.7110	0.7636	-0.0526	
MZ22508575	MZ22511198	0	0.7427	0.0367	0.5114	0.6312	-0.1198	
MZ22511849	MZ22518787	0	0.0462	1.0000	0.2230	0.4864	-0.2634	
MZ22521875	MZ22505901	0	0.9744	1.0000	0.9733	0.9887	-0.0153	
MZ22509182	MZ22528347	0	1.0000	0.0784	0.7849	0.8976	-0.1127	
MZ22523243	MZ22524073	0	1.0000	0.0000	0.8000	0.8000	0.0000	
MZ22520837	MZ22511400	0	0.1448	0.8000	0.3415	0.6128	-0.2713	
MZ22505487	MZ22503935	0	0.8197	0.3941	0.3578	0.6778	-0.3201	
MZ22504437	MZ22512079	0	1.0000	0.8000	0.9118	0.9118	0.0000	
MZ22500585	MZ22520474	0	1.0000	-0.3333	0.8182	0.8182	-0.0000	
MZ22526569	MZ22505725	0	0.2434	0.8947	0.5110	0.7384	-0.2275	
MZ22515834	MZ22504825	0	0.2680	1.0000	0.3687	0.6340	-0.2653	
MZ22505514	MZ22504314	0	0.9708	0.7674	0.7318	0.8742	-0.1424	
MZ22520940	MZ22512206	0	-1.0000	0.8162	0.6238	0.6283	-0.0045	
MZ22515972	MZ22521833	0	0.8823	0.9416	0.8937	0.9120	-0.0183	
MZ22521988	MZ22528288	0	1.0000	0.6766	0.8772	0.9692	-0.0920	
MZ22530454	MZ22530469	0	0.0000	-0.5000	-0.2500	-0.2500	0.0000	
MZ22503377	MZ22526475	0	1.0000	0.2811	0.8301	0.8973	-0.0672	
MZ22529506	MZ22504722	0	-1.0000	0.9603	0.7601	0.7643	-0.0042	
MZ22514161	MZ22509383	0	-0.1161	1.0000	0.6850	0.7933	-0.1083	
MZ22531064	MZ22504769	0	-0.5000	1.0000	0.8500	0.8500	0.0000	
MZ22512210	MZ22526888	0	0.2919	0.8016	0.0821	0.4677	-0.3856	
MZ22530815	MZ22528529	0	0.0000	0.0964	-0.3152	0.0482	-0.3634	
MZ22507060	MZ22508990	0	0.9635	0.9384	0.8990	0.9499	-0.0509	
MZ22514533	MZ22528896	0	1.0000	0.3055	0.7872	0.9228	-0.1356	
MZ22512975	MZ22522010	0	1.0000	-0.0487	0.5560	0.7064	-0.1503	
MZ22503163	MZ22508310	0	0.1248	0.4638	-0.1550	0.2253	-0.3803	
MZ22529698	MZ22519416	0	0.0000	1.0000	0.8947	0.8947	0.0000	
MZ22502253	MZ22530889	0	0.8198	0.0000	0.7334	0.7379	-0.0045	
MZ22513141	MZ22523440	0	1.0000	0.7333	0.8824	0.8824	0.0000	
MZ22517925	MZ22513070	0	0.1351	1.0000	0.6254	0.8198	-0.1944	
MZ22509942	MZ22502702	0	1.0000	0.8235	0.9118	0.9118	-0.0000	
MZ22527580	MZ22511080	0	0.6352	1.0000	0.9094	0.9502	-0.0408	
MZ22517812	MZ22500114	0	0.9333	0.1163	0.2172	0.4993	-0.2820	
MZ22517723	MZ22531106	0	0.8333	0.0599	0.6559	0.7560	-0.1001	
MZ22511180	MZ22530844	0	0.0149	0.0000	-0.0915	0.0133	-0.1048	
MZ22509511	MZ22516403	0	0.9147	0.9444	0.8850	0.9295	-0.0446	
MZ22524510	MZ22506826	0	0.3116	1.0000	0.4439	0.6558	-0.2119	
MZ22513043	MZ22521166	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529706	MZ22500485	0	-1.0000	0.2888	0.0945	0.1660	-0.0715	
MZ22528715	MZ22515666	0	-1.0000	0.6667	0.4706	0.4706	-0.0000	
MZ22527208	MZ22515695	0	-0.3333	0.5000	0.2222	0.2222	-0.0000	
MZ22507346	MZ22502466	0	0.9179	0.7684	0.7707	0.8661	-0.0955	
MZ22519073	MZ22510146	0	0.9759	1.0000	0.9748	0.9898	-0.0150	
MZ22529626	MZ22517085	0	1.0000	0.9566	0.9563	0.9614	-0.0051	
MZ22528419	MZ22522093	0	0.0070	0.7289	0.4216	0.6015	-0.1799	
MZ22514860	MZ22523441	0	0.8323	0.4765	0.6177	0.7185	-0.1007	
MZ22508369	MZ22523129	0	1.0000	0.9389	0.9355	0.9763	-0.0409	
MZ22506604	MZ22500562	0	1.0000	0.6822	0.6731	0.8365	-0.1635	
MZ22529318	MZ22509432	0	0.1316	0.0593	-0.3835	0.0774	-0.4609	
MZ22521757	MZ22501100	0	0.9869	0.8949	0.8832	0.9370	-0.0537	
MZ22528399	MZ22515071	0	0.1100	0.0100	-0.3013	0.0282	-0.3295	
MZ22504631	MZ22502757	0	0.6959	1.0000	0.8160	0.8521	-0.0360	
MZ22510635	MZ22526677	0	1.0000	-0.7207	0.6436	0.6871	-0.0435	
MZ22530118	MZ22507768	0	-0.3333	0.6821	0.3450	0.4051	-0.0601	
MZ22508592	MZ22530001	0	0.7553	0.0000	0.6539	0.6798	-0.0259	
MZ22519111	MZ22519670	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22502464	MZ22524518	0	1.0000	0.5329	0.8143	0.8228	-0.0086	
MZ22506447	MZ22522160	0	0.6911	-0.2500	0.4493	0.5118	-0.0625	
MZ22506133	MZ22530366	0	1.0000	0.0000	0.8947	0.8947	0.0000	
MZ22503601	MZ22510617	0	0.6322	1.0000	0.6549	0.8263	-0.1714	
MZ22511388	MZ22503022	0	0.9529	0.9533	0.9104	0.9531	-0.0427	
MZ22516253	MZ22526969	0	1.0000	0.9248	0.9293	0.9694	-0.0400	
MZ22530439	MZ22519197	0	0.0000	0.2276	-0.1000	0.1518	-0.2517	
MZ22506192	MZ22529530	0	0.5052	-0.5000	-0.0498	0.1701	-0.2199	
MZ22528029	MZ22527620	0	-0.3330	1.0000	0.3778	0.5557	-0.1779	
MZ22500636	MZ22506443	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22524185	MZ22531191	0	0.7664	0.0000	0.5597	0.6131	-0.0534	
MZ22528786	MZ22513498	0	1.0000	0.2532	0.3025	0.3362	-0.0337	
MZ22520109	MZ22529206	0	0.3333	0.0000	0.2727	0.2727	0.0000	
MZ22500776	MZ22517899	0	1.0000	0.7118	0.7886	0.9039	-0.1154	
MZ22522453	MZ22522413	0	1.0000	0.6667	0.9474	0.9474	-0.0000	
MZ22502698	MZ22519522	0	0.1745	1.0000	0.3430	0.5155	-0.1725	
MZ22513501	MZ22519580	0	0.0927	0.7647	0.5627	0.6639	-0.1012	
MZ22528829	MZ22529631	0	0.0000	0.0517	-0.3241	0.0258	-0.3500	
MZ22529270	MZ22510480	0	-0.5000	0.0556	-0.0830	0.0026	-0.0856	
MZ22503798	MZ22520435	0	1.0000	0.5849	0.5967	0.7984	-0.2017	
MZ22514429	MZ22519426	0	1.0000	0.8571	0.9583	0.9583	0.0000	
MZ22510964	MZ22512310	0	0.4615	0.0009	0.1318	0.3003	-0.1685	
MZ22529919	MZ22518536	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22502227	MZ22518413	0	0.9832	0.1283	0.7779	0.8346	-0.0567	
MZ22517666	MZ22512854	0	0.6757	1.0000	0.8218	0.8378	-0.0160	
MZ22505183	MZ22525064	0	1.0000	0.7143	0.8750	0.8750	-0.0000	
MZ22521748	MZ22530981	0	0.8908	-0.5000	0.7343	0.7444	-0.0101	
MZ22517117	MZ22510677	0	0.5671	1.0000	0.6706	0.8454	-0.1748	
MZ22521847	MZ22504231	0	0.5000	0.4815	0.4231	0.4903	-0.0672	
MZ22522747	MZ22520565	0	0.0575	-0.2347	-0.6297	-0.1095	-0.5202	
MZ22528710	MZ22515697	0	0.0000	0.9444	0.6538	0.6538	0.0000	
MZ22507257	MZ22513199	0	1.0000	0.9419	0.9402	0.9709	-0.0308	
MZ22504301	MZ22521096	0	0.8591	0.9444	0.8352	0.9018	-0.0666	
MZ22520476	MZ22519462	0	0.1415	1.0000	0.6526	0.8365	-0.1839	
MZ22528979	MZ22516303	0	1.0000	0.5333	0.5882	0.5882	0.0000	
MZ22523750	MZ22516543	0	0.7723	1.0000	0.8644	0.9024	-0.0381	
MZ22503443	MZ22525870	0	1.0000	0.6676	0.6776	0.8781	-0.2005	
MZ22530003	MZ22507199	0	0.5516	1.0000	0.7924	0.9502	-0.1578	
MZ22518654	MZ22523752	0	1.0000	0.0842	0.7521	0.8806	-0.1285	
MZ22528343	MZ22520548	0	0.0000	1.0000	0.8182	0.8182	0.0000	
MZ22518374	MZ22525809	0	0.9567	0.6667	0.9110	0.9172	-0.0062	
MZ22520270	MZ22514358	0	1.0000	0.9342	0.9556	0.9689	-0.0133	
MZ22513279	MZ22516213	0	1.0000	0.8889	0.9444	0.9444	-0.0000	
MZ22528523	MZ22508751	0	0.0000	0.9728	0.8726	0.8755	-0.0029	
MZ22504043	MZ22514174	0	0.2904	0.7646	0.1005	0.5207	-0.4203	
MZ22512917	MZ22516504	0	1.0000	0.9683	0.9672	0.9851	-0.0179	
MZ22522192	MZ22514000	0	0.8571	1.0000	0.9355	0.9355	0.0000	
MZ22510519	MZ22528152	0	1.0000	0.0783	0.7958	0.9030	-0.1072	
MZ22509864	MZ22517413	0	0.0551	0.8889	0.3264	0.4607	-0.1343	
MZ22526215	MZ22529861	0	0.8889	-0.5000	0.6364	0.6364	-0.0000	
MZ22505586	MZ22514060	0	1.0000	0.5997	0.6646	0.8053	-0.1407	
MZ22502323	MZ22504148	0	0.5620	1.0000	0.5508	0.7925	-0.2417	
MZ22517684	MZ22501553	0	0.1370	0.9740	0.6534	0.8285	-0.1750	
MZ22507082	MZ22522313	0	0.9914	1.0000	0.9913	0.9953	-0.0040	
MZ22514145	MZ22514060	0	0.4792	0.5997	0.1714	0.5596	-0.3881	
MZ22502683	MZ22513065	0	0.9455	0.9027	0.9127	0.9252	-0.0125	
MZ22503998	MZ22506961	0	0.9341	0.9444	0.9012	0.9397	-0.0385	
MZ22530238	MZ22518696	0	0.7036	0.1472	0.1680	0.2756	-0.1076	
MZ22502708	MZ22528983	0	0.7964	1.0000	0.7951	0.8178	-0.0228	
MZ22520089	MZ22505507	0	-0.1608	1.0000	0.5998	0.7476	-0.1478	
MZ22503141	MZ22529434	0	0.9521	-1.0000	0.7518	0.7569	-0.0051	
MZ22527505	MZ22518616	0	0.4167	1.0000	0.7667	0.7667	-0.0000	
MZ22503183	MZ22500314	0	0.8695	0.2141	0.3091	0.5868	-0.2777	
MZ22528521	MZ22530339	0	0.8005	0.9059	0.5596	0.8532	-0.2936	
MZ22514608	MZ22500196	0	0.8235	0.9707	0.8938	0.9066	-0.0128	
MZ22525741	MZ22522540	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22526547	MZ22516052	0	0.0000	0.9790	0.7883	0.7926	-0.0042	
MZ22513971	MZ22506787	0	0.7839	0.9444	0.8424	0.8642	-0.0217	
MZ22510834	MZ22513217	0	0.8235	0.9412	0.8824	0.8824	-0.0000	
MZ22515945	MZ22503873	0	0.8823	0.8569	0.8632	0.8692	-0.0060	
MZ22528108	MZ22519068	0	0.1104	-0.2457	-0.5233	-0.0676	-0.4557	
MZ22518998	MZ22518979	0	1.0000	0.6510	0.6410	0.8205	-0.1795	
MZ22518702	MZ22510604	0	-0.0591	0.4358	-0.0367	0.2972	-0.3339	
MZ22508701	MZ22514484	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22523181	MZ22512394	0	0.9444	0.8461	0.9032	0.9032	0.0000	
MZ22511588	MZ22528382	0	0.8968	0.7429	0.7345	0.8821	-0.1476	
MZ22529421	MZ22500529	0	0.2731	0.5020	0.4052	0.4903	-0.0851	
MZ22504336	MZ22528373	0	0.8837	0.3634	0.7035	0.8316	-0.1281	
MZ22502477	MZ22513668	0	0.9856	0.7116	0.8456	0.8694	-0.0238	
MZ22512654	MZ22503566	0	1.0000	0.2914	0.3403	0.6356	-0.2953	
MZ22509074	MZ22525188	0	0.3868	0.9505	0.5465	0.7861	-0.2395	
MZ22507270	MZ22516112	0	0.9513	0.2704	0.5403	0.7243	-0.1840	
MZ22530143	MZ22524153	0	0.0000	-0.1704	-0.2209	-0.1278	-0.0931	
MZ22531062	MZ22501255	0	0.0000	0.9474	0.8571	0.8571	-0.0000	
MZ22502162	MZ22514454	0	1.0000	0.9192	0.9165	0.9618	-0.0453	
MZ22528941	MZ22503833	0	0.6758	0.0944	-0.0853	0.1497	-0.2351	
MZ22524540	MZ22508966	0	0.1551	1.0000	0.5719	0.7888	-0.2168	
MZ22502185	MZ22522231	0	0.3719	0.6150	0.1057	0.4103	-0.3046	
MZ22503376	MZ22506944	0	0.5055	0.9946	0.4958	0.7228	-0.2271	
MZ22530217	MZ22509896	0	0.9498	0.5882	0.5365	0.6263	-0.0898	
MZ22513116	MZ22504789	0	0.8092	1.0000	0.8032	0.9221	-0.1189	
MZ22503271	MZ22530021	0	0.3036	0.0000	0.1169	0.2458	-0.1289	
MZ22512284	MZ22517483	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527586	MZ22529759	0	0.6000	-1.0000	0.1429	0.1429	0.0000	
MZ22500020	MZ22500894	0	0.1407	0.7072	0.0838	0.4447	-0.3608	
MZ22527172	MZ22521129	0	0.8182	0.8663	0.8127	0.8474	-0.0347	
MZ22513054	MZ22528956	0	0.9793	1.0000	0.9791	0.9821	-0.0030	
