F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s 	 s12 	 s12-s 
MZ22530567	MZ22519724	0	0.0000	0.7500	0.6667	0.6667	0.0000	
MZ22529894	MZ22506531	0	1.0000	0.8201	0.8234	0.8401	-0.0167	
MZ22529024	MZ22519644	0	-1.0000	0.7500	0.5556	0.5556	0.0000	
MZ22528634	MZ22521952	0	1.0000	0.6875	0.7222	0.7222	0.0000	
MZ22528202	MZ22513823	0	0.0622	0.0003	-0.1325	0.0045	-0.1370	
MZ22529289	MZ22503292	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528786	MZ22502371	0	1.0000	0.5783	0.5763	0.6166	-0.0404	
MZ22530496	MZ22523243	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22531003	MZ22510709	0	1.0000	0.8823	0.8947	0.8947	0.0000	
MZ22527985	MZ22517298	0	0.0746	0.5873	0.4088	0.5303	-0.1215	
MZ22525164	MZ22510787	0	1.0000	0.7711	0.7949	0.8092	-0.0143	
MZ22528548	MZ22516306	0	0.7333	1.0000	0.8950	0.9704	-0.0754	
MZ22530044	MZ22505465	0	1.0000	0.7222	0.7500	0.7500	0.0000	
MZ22529141	MZ22502185	0	-0.5000	0.3719	0.2080	0.2750	-0.0670	
MZ22529347	MZ22521916	0	0.0791	0.4375	0.2849	0.3977	-0.1128	
MZ22530556	MZ22507518	0	1.0000	0.8078	0.8188	0.8291	-0.0104	
MZ22529487	MZ22521212	0	0.0000	0.9375	0.8333	0.8333	0.0000	
MZ22530777	MZ22511063	0	0.0000	0.9911	0.8799	0.8810	-0.0011	
MZ22530399	MZ22503292	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528417	MZ22517712	0	0.1232	0.8958	0.6802	0.8099	-0.1297	
MZ22530876	MZ22513998	0	1.0000	0.9129	0.9122	0.9226	-0.0103	
MZ22528423	MZ22512839	0	0.0000	0.9824	0.8712	0.8733	-0.0021	
MZ22528749	MZ22515461	0	0.7943	0.9715	0.8682	0.9518	-0.0837	
MZ22530822	MZ22500579	0	1.0000	0.1210	0.1250	0.2135	-0.0885	
MZ22528156	MZ22523878	0	0.0888	1.0000	0.7850	0.8988	-0.1138	
MZ22527982	MZ22517517	0	0.0971	0.8125	0.6184	0.7330	-0.1147	
MZ22530021	MZ22521295	0	0.0000	1.0000	0.8095	0.8095	0.0000	
MZ22528811	MZ22520895	0	0.4427	0.9375	0.7665	0.8825	-0.1160	
MZ22528448	MZ22501259	0	-0.5000	0.6842	0.5714	0.5714	0.0000	
MZ22530714	MZ22514984	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530989	MZ22521212	0	0.0000	0.9375	0.8333	0.8333	0.0000	
MZ22529082	MZ22512571	0	0.0000	0.9617	0.8504	0.8549	-0.0045	
MZ22530284	MZ22524407	0	0.8739	0.8125	0.6629	0.8193	-0.1564	
MZ22529965	MZ22508844	0	-0.4730	0.9083	0.6962	0.7548	-0.0586	
MZ22530686	MZ22519011	0	0.0000	0.7500	0.6667	0.6667	0.0000	
MZ22528948	MZ22524641	0	0.1986	1.0000	0.7860	0.9110	-0.1250	
MZ22528645	MZ22518536	0	0.1186	1.0000	0.7852	0.9021	-0.1169	
MZ22530083	MZ22504193	0	0.6667	0.3865	0.3296	0.4307	-0.1011	
MZ22528682	MZ22507862	0	-1.0000	0.8750	0.6667	0.6667	0.0000	
MZ22528597	MZ22512031	0	0.0642	0.9242	0.7260	0.8337	-0.1077	
MZ22529331	MZ22517774	0	0.0137	1.0000	0.7844	0.8904	-0.1060	
MZ22530254	MZ22510496	0	0.0294	0.3593	0.1740	0.3227	-0.1487	
MZ22527948	MZ22521630	0	1.0000	0.5853	0.6226	0.6314	-0.0088	
MZ22528398	MZ22520817	0	-0.5000	0.8499	0.7108	0.7149	-0.0041	
MZ22529793	MZ22500473	0	0.0000	0.9668	0.8613	0.8650	-0.0037	
MZ22529890	MZ22504895	0	1.0000	0.8750	0.8889	0.8889	0.0000	
MZ22528432	MZ22509535	0	0.0000	1.0000	0.8947	0.8947	0.0000	
MZ22531124	MZ22513694	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528464	MZ22509394	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527251	MZ22503541	0	0.0000	0.8678	0.7115	0.7232	-0.0117	
MZ22530603	MZ22516877	0	0.0000	-0.0126	-0.1144	-0.0112	-0.1033	
MZ22527201	MZ22514053	0	0.1173	0.9330	0.7177	0.8424	-0.1247	
MZ22529493	MZ22520900	0	0.0685	0.8750	0.6737	0.7854	-0.1117	
MZ22530621	MZ22508210	0	0.1139	0.9375	0.7296	0.8460	-0.1164	
MZ22529702	MZ22506399	0	-1.0000	0.8750	0.6667	0.6667	0.0000	
MZ22526117	MZ22519827	0	-0.1988	-0.0152	-0.2976	-0.0458	-0.2518	
MZ22528951	MZ22522966	0	0.4782	0.5753	0.3885	0.5645	-0.1760	
MZ22528458	MZ22500683	0	1.0000	0.0220	0.0910	0.1070	-0.0161	
MZ22529555	MZ22514582	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530818	MZ22517401	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22511959	MZ22505418	0	1.0000	0.4086	0.4341	0.4825	-0.0484	
MZ22528900	MZ22502371	0	1.0000	0.5783	0.5763	0.6166	-0.0404	
MZ22530007	MZ22522120	0	1.0000	0.9908	0.9907	0.9917	-0.0010	
MZ22528432	MZ22504372	0	0.0000	0.2564	0.1533	0.2279	-0.0746	
MZ22530053	MZ22516073	0	-0.5000	1.0000	0.8421	0.8421	0.0000	
MZ22529345	MZ22507845	0	1.0000	0.8104	0.8244	0.8304	-0.0060	
MZ22528392	MZ22503732	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22523134	MZ22521147	0	0.0000	0.5714	0.4444	0.4444	-0.0000	
MZ22529856	MZ22520874	0	0.0000	0.9444	0.8500	0.8500	0.0000	
MZ22529209	MZ22522651	0	0.1091	0.8750	0.6740	0.7899	-0.1159	
MZ22529605	MZ22524028	0	0.1847	1.0000	0.7860	0.9094	-0.1234	
MZ22531082	MZ22518604	0	0.0000	0.8125	0.7222	0.7222	0.0000	
MZ22528541	MZ22524257	0	-0.2867	0.9547	0.6512	0.7587	-0.1074	
MZ22527942	MZ22519178	0	0.1236	1.0000	0.7852	0.9026	-0.1174	
MZ22530015	MZ22505265	0	0.0000	0.4475	0.3526	0.3978	-0.0452	
MZ22529628	MZ22520815	0	-0.5000	0.9628	0.7958	0.8003	-0.0044	
MZ22528687	MZ22507334	0	0.0000	0.9586	0.8472	0.8521	-0.0049	
MZ22528257	MZ22511983	0	-1.0000	0.6138	0.4030	0.4345	-0.0315	
MZ22528064	MZ22520937	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22527979	MZ22509497	0	0.7727	0.9375	0.7661	0.9192	-0.1531	
MZ22527972	MZ22501068	0	-0.1383	0.1222	-0.0883	0.0948	-0.1831	
MZ22531070	MZ22516758	0	0.0000	0.8388	0.7511	0.7658	-0.0147	
MZ22528879	MZ22514012	0	0.1182	0.8235	0.6382	0.7493	-0.1111	
MZ22530522	MZ22522770	0	0.0000	0.8823	0.7895	0.7895	0.0000	
MZ22522913	MZ22524181	0	0.1101	0.9190	0.3678	0.6045	-0.2366	
MZ22527662	MZ22519150	0	-0.2369	0.7993	0.5024	0.6266	-0.1242	
MZ22528537	MZ22502185	0	1.0000	0.3719	0.3746	0.4417	-0.0670	
MZ22528743	MZ22517246	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22528827	MZ22523751	0	-0.4373	0.9540	0.7465	0.8076	-0.0611	
MZ22529391	MZ22515576	0	0.0512	1.0000	0.7847	0.8946	-0.1099	
MZ22530449	MZ22514984	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22530119	MZ22524907	0	0.4435	1.0000	0.7896	0.9382	-0.1486	
MZ22529519	MZ22509520	0	-0.2455	0.6893	0.4999	0.5855	-0.0856	
MZ22529026	MZ22508335	0	0.1940	1.0000	0.7859	0.9104	-0.1246	
MZ22530035	MZ22507845	0	1.0000	0.8104	0.8244	0.8304	-0.0060	
MZ22528370	MZ22523332	0	0.1587	0.9412	0.7438	0.8588	-0.1150	
MZ22528852	MZ22508335	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22530776	MZ22508210	0	-0.4416	0.9375	0.7259	0.7843	-0.0584	
MZ22528777	MZ22508335	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530096	MZ22510016	0	0.0000	0.9600	0.8545	0.8590	-0.0045	
MZ22530693	MZ22513285	0	1.0000	0.7344	0.7590	0.7639	-0.0049	
MZ22529161	MZ22513998	0	0.0000	0.9129	0.8011	0.8115	-0.0103	
MZ22529833	MZ22514988	0	-1.0000	0.9393	0.7284	0.7352	-0.0068	
MZ22528073	MZ22518293	0	-1.0000	0.7500	0.5556	0.5556	0.0000	
MZ22530919	MZ22508210	0	0.0000	0.9375	0.8333	0.8333	0.0000	
MZ22528444	MZ22521232	0	0.6667	1.0000	0.9474	0.9474	-0.0000	
MZ22528039	MZ22516929	0	0.0000	0.8504	0.7382	0.7559	-0.0177	
MZ22530780	MZ22500683	0	1.0000	0.0220	0.0910	0.1070	-0.0161	
MZ22529779	MZ22515888	0	-0.1713	1.0000	0.7832	0.8699	-0.0867	
MZ22530721	MZ22520937	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530630	MZ22524902	0	0.9489	1.0000	0.9209	0.9943	-0.0734	
MZ22528227	MZ22502069	0	1.0000	0.9401	0.9400	0.9468	-0.0067	
MZ22530738	MZ22508210	0	0.0568	0.9375	0.7292	0.8396	-0.1105	
MZ22528584	MZ22524257	0	-1.0000	0.9547	0.7321	0.7375	-0.0054	
MZ22530714	MZ22515461	0	1.0000	0.9715	0.9713	0.9747	-0.0034	
MZ22530026	MZ22512038	0	-1.0000	1.0000	0.8095	0.8095	0.0000	
MZ22528884	MZ22516929	0	0.7668	0.8504	0.7452	0.8411	-0.0959	
MZ22529626	MZ22522120	0	1.0000	0.9908	0.9907	0.9917	-0.0010	
MZ22531086	MZ22521232	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22527201	MZ22518337	0	0.1173	1.0000	0.7852	0.9019	-0.1167	
MZ22529118	MZ22502300	0	0.0356	0.9474	0.7668	0.8605	-0.0937	
MZ22530084	MZ22518332	0	1.0000	0.9545	0.9542	0.9593	-0.0051	
MZ22528773	MZ22523878	0	0.0990	1.0000	0.7852	0.8999	-0.1146	
MZ22528133	MZ22524641	0	-0.0292	1.0000	0.7012	0.8375	-0.1363	
MZ22521452	MZ22516007	0	0.0978	1.0000	0.6884	0.8496	-0.1612	
MZ22528192	MZ22517271	0	0.7500	0.9078	0.8710	0.8778	-0.0068	
MZ22521088	MZ22520950	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22529538	MZ22509933	0	0.0000	1.0000	0.8947	0.8947	0.0000	
MZ22530871	MZ22522120	0	0.0000	0.9908	0.8854	0.8865	-0.0010	
MZ22530678	MZ22521473	0	1.0000	0.7059	0.7368	0.7368	0.0000	
MZ22529645	MZ22505571	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22528743	MZ22515815	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22528976	MZ22524831	0	1.0000	0.8235	0.8265	0.8377	-0.0111	
MZ22528992	MZ22520937	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529971	MZ22505571	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22527996	MZ22512359	0	0.0239	0.9375	0.7289	0.8360	-0.1071	
MZ22515991	MZ22523924	0	-0.1111	0.4936	-0.2231	0.2390	-0.4621	
MZ22529946	MZ22501259	0	1.0000	0.6842	0.7143	0.7143	0.0000	
MZ22530044	MZ22504895	0	1.0000	0.8750	0.8889	0.8889	0.0000	
MZ22528987	MZ22508437	0	-0.5000	0.7303	0.5617	0.5936	-0.0320	
MZ22528145	MZ22502300	0	0.0000	0.9474	0.8182	0.8182	-0.0000	
MZ22531078	MZ22518519	0	1.0000	0.6682	0.6664	0.6998	-0.0334	
MZ22513785	MZ22521876	0	0.7039	0.9286	0.6698	0.8786	-0.2089	
MZ22531234	MZ22509535	0	0.0000	1.0000	0.8947	0.8947	0.0000	
MZ22528467	MZ22522032	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529468	MZ22513034	0	1.0000	0.9412	0.9474	0.9474	-0.0000	
MZ22529557	MZ22522981	0	0.2210	0.8127	0.6682	0.7469	-0.0787	
MZ22530324	MZ22503728	0	0.0000	0.9672	0.7395	0.7474	-0.0079	
MZ22528448	MZ22510508	0	-0.5000	1.0000	0.8333	0.8333	0.0000	
MZ22528432	MZ22521232	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22525197	MZ22524448	0	0.2681	0.9333	0.6379	0.8225	-0.1845	
MZ22530479	MZ22515180	0	0.0078	0.2042	0.0052	0.1846	-0.1794	
MZ22530822	MZ22504372	0	1.0000	0.2564	0.2644	0.3390	-0.0746	
MZ22528348	MZ22500528	0	0.7150	0.2202	0.0426	0.2673	-0.2247	
MZ22527862	MZ22517005	0	0.0000	0.7447	0.6107	0.6205	-0.0099	
MZ22528879	MZ22509591	0	0.1182	0.9130	0.7638	0.8495	-0.0857	
MZ22528975	MZ22501546	0	0.5478	0.8750	0.6811	0.8386	-0.1575	
MZ22529856	MZ22502300	0	0.0000	0.9474	0.8571	0.8571	-0.0000	
MZ22527972	MZ22521442	0	-0.1383	1.0000	0.7834	0.8735	-0.0901	
MZ22528951	MZ22500012	0	0.4782	0.0669	-0.1320	0.1126	-0.2446	
MZ22528629	MZ22511691	0	-0.5000	0.9438	0.7767	0.7834	-0.0066	
MZ22520892	MZ22523971	0	-0.1946	1.0000	0.6332	0.7345	-0.1013	
MZ22529358	MZ22513694	0	0.0000	1.0000	0.8000	0.8000	0.0000	
MZ22528916	MZ22510508	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528877	MZ22508437	0	0.0233	0.7303	0.5128	0.6518	-0.1389	
MZ22528908	MZ22510291	0	0.0000	0.6250	0.5556	0.5556	0.0000	
MZ22521088	MZ22514321	0	-1.0000	0.9981	0.7758	0.7761	-0.0002	
MZ22528012	MZ22515815	0	0.0983	0.8125	0.6184	0.7331	-0.1148	
MZ22524475	MZ22525659	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530775	MZ22508599	0	0.0000	0.6842	0.6190	0.6190	0.0000	
MZ22530989	MZ22514741	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528508	MZ22505271	0	-0.5000	0.7780	0.6101	0.6360	-0.0259	
MZ22529031	MZ22509394	0	0.9867	1.0000	0.9749	0.9985	-0.0236	
MZ22529004	MZ22502371	0	1.0000	0.5783	0.5763	0.6166	-0.0404	
MZ22530822	MZ22518604	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22529506	MZ22520810	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22529954	MZ22508592	0	0.3541	0.7553	0.5621	0.7152	-0.1532	
MZ22530008	MZ22504895	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22526896	MZ22525380	0	0.2805	0.9180	0.7043	0.8472	-0.1429	
MZ22530745	MZ22514741	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529026	MZ22507845	0	0.1940	0.8104	0.6211	0.7455	-0.1244	
MZ22528408	MZ22520496	0	0.6388	0.8602	0.6699	0.8356	-0.1657	
MZ22529218	MZ22515339	0	0.3192	0.9237	0.7279	0.8601	-0.1322	
MZ22529030	MZ22507334	0	-0.5000	0.9586	0.7916	0.7965	-0.0049	
MZ22530330	MZ22508612	0	1.0000	0.6884	0.6860	0.7230	-0.0369	
MZ22528012	MZ22513024	0	0.0983	0.5376	0.3401	0.4914	-0.1513	
MZ22531003	MZ22517169	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22518121	MZ22522277	0	-0.6601	1.0000	0.7054	0.7510	-0.0456	
MZ22529125	MZ22519011	0	-1.0000	0.7500	0.5556	0.5556	0.0000	
MZ22530324	MZ22518979	0	0.0000	0.6510	0.4291	0.5095	-0.0803	
MZ22530712	MZ22507425	0	-0.5000	0.9222	0.7549	0.7642	-0.0092	
MZ22529393	MZ22525380	0	0.0682	0.9180	0.7022	0.8236	-0.1214	
MZ22531025	MZ22523885	0	0.0000	0.9346	0.8230	0.8308	-0.0078	
MZ22530120	MZ22516306	0	0.3040	1.0000	0.7872	0.9227	-0.1355	
MZ22530253	MZ22518208	0	0.0401	0.7212	0.5150	0.6455	-0.1305	
MZ22529655	MZ22520302	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530596	MZ22505143	0	0.0000	0.5695	0.4700	0.5062	-0.0362	
MZ22528863	MZ22521309	0	0.1932	0.8750	0.6748	0.7992	-0.1245	
MZ22528281	MZ22524831	0	1.0000	0.8235	0.8265	0.8377	-0.0111	
MZ22530927	MZ22513823	0	0.4003	0.0003	-0.1310	0.0279	-0.1589	
MZ22531230	MZ22514984	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529702	MZ22515129	0	-1.0000	0.8823	0.6842	0.6842	0.0000	
MZ22530655	MZ22509192	0	0.0000	0.9532	0.8476	0.8529	-0.0052	
MZ22529039	MZ22502937	0	1.0000	0.7921	0.8108	0.8152	-0.0044	
MZ22528597	MZ22519555	0	0.0642	1.0000	0.7848	0.8960	-0.1113	
MZ22530985	MZ22515812	0	-0.5000	0.9726	0.8057	0.8090	-0.0032	
MZ22529683	MZ22518519	0	0.0000	0.6682	0.5712	0.6045	-0.0334	
MZ22529617	MZ22517810	0	0.7695	1.0000	0.8061	0.9744	-0.1683	
MZ22531140	MZ22513498	0	0.0000	0.2532	0.1914	0.2251	-0.0337	
MZ22523617	MZ22519206	0	-0.5000	1.0000	0.8333	0.8333	0.0000	
MZ22521954	MZ22505418	0	0.9402	0.4086	0.3710	0.4750	-0.1041	
MZ22527942	MZ22517712	0	0.1236	0.8958	0.6802	0.8100	-0.1297	
MZ22529330	MZ22515134	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528990	MZ22510919	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529320	MZ22502937	0	0.0000	0.7921	0.6997	0.7041	-0.0044	
MZ22531140	MZ22509483	0	0.0000	0.8235	0.7368	0.7368	-0.0000	
MZ22528876	MZ22508335	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22521088	MZ22507509	0	-1.0000	0.9984	0.7761	0.7763	-0.0002	
MZ22528468	MZ22523258	0	0.1047	0.5014	0.2828	0.4573	-0.1745	
MZ22528348	MZ22516371	0	0.7150	1.0000	0.8100	0.9700	-0.1600	
MZ22528368	MZ22508612	0	0.0000	0.6884	0.5749	0.6119	-0.0369	
MZ22530981	MZ22519692	0	-0.5000	0.9375	0.7778	0.7778	0.0000	
MZ22528792	MZ22526543	0	0.1776	0.8993	0.6937	0.8191	-0.1254	
MZ22530292	MZ22512690	0	1.0000	0.7500	0.7778	0.7778	0.0000	
MZ22530413	MZ22521232	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528419	MZ22520903	0	0.0070	0.5807	0.3589	0.4987	-0.1398	
MZ22528553	MZ22508335	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22530544	MZ22520937	0	-0.5000	1.0000	0.8333	0.8333	0.0000	
MZ22530880	MZ22502185	0	0.0000	0.3719	0.2635	0.3306	-0.0670	
MZ22528431	MZ22520302	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528979	MZ22503732	0	1.0000	0.8750	0.8889	0.8889	0.0000	
MZ22528569	MZ22510919	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529190	MZ22516371	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528741	MZ22520874	0	1.0000	0.9444	0.9500	0.9500	0.0000	
MZ22522399	MZ22525811	0	0.7316	0.8791	0.6466	0.8381	-0.1915	
MZ22522862	MZ22517712	0	-0.0453	0.8958	0.6790	0.7912	-0.1122	
MZ22528318	MZ22522978	0	-1.0000	0.6305	0.4114	0.4493	-0.0380	
MZ22529752	MZ22520302	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528875	MZ22517667	0	0.8598	0.7273	0.6731	0.7383	-0.0652	
MZ22528073	MZ22519869	0	-1.0000	0.6213	0.4219	0.4412	-0.0192	
MZ22529573	MZ22508335	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529917	MZ22502044	0	0.2538	0.9124	0.7157	0.8431	-0.1274	
MZ22530091	MZ22505271	0	0.0000	0.7780	0.6657	0.6915	-0.0259	
MZ22530645	MZ22514984	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22521917	MZ22520750	0	0.6667	1.0000	0.9444	0.9444	-0.0000	
MZ22528531	MZ22503107	0	-0.3538	0.0890	-0.1306	0.0398	-0.1704	
MZ22528845	MZ22503716	0	-0.1206	0.9375	0.7280	0.8199	-0.0920	
MZ22530252	MZ22526161	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529917	MZ22512359	0	0.2538	0.9375	0.7310	0.8615	-0.1306	
MZ22529897	MZ22514984	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529436	MZ22503036	0	0.1027	0.9159	0.7004	0.8256	-0.1251	
MZ22525542	MZ22502673	0	0.7727	0.8821	0.7948	0.8533	-0.0585	
MZ22528132	MZ22511063	0	0.9710	0.9911	0.9363	0.9889	-0.0525	
MZ22530091	MZ22519724	0	0.0000	0.7500	0.6667	0.6667	0.0000	
MZ22528347	MZ22518512	0	0.0784	0.8750	0.6738	0.7865	-0.1127	
MZ22529265	MZ22509535	0	0.0000	1.0000	0.8947	0.8947	0.0000	
MZ22528198	MZ22502992	0	0.0000	0.7710	0.6642	0.6898	-0.0256	
MZ22530922	MZ22508599	0	0.0000	0.6842	0.6190	0.6190	0.0000	
MZ22530901	MZ22522006	0	0.0000	0.2425	0.1296	0.2156	-0.0860	
MZ22526098	MZ22526148	0	-0.3333	1.0000	0.7895	0.7895	-0.0000	
MZ22529995	MZ22520972	0	0.0000	0.9626	0.9098	0.9119	-0.0021	
MZ22530645	MZ22509483	0	0.0000	0.8235	0.7368	0.7368	-0.0000	
MZ22530556	MZ22518604	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22529831	MZ22512390	0	1.0000	0.0674	0.0720	0.1656	-0.0936	
MZ22528110	MZ22510319	0	-0.2842	0.7726	0.5534	0.6552	-0.1018	
MZ22531040	MZ22525380	0	1.0000	0.9180	0.9174	0.9271	-0.0097	
MZ22528503	MZ22500528	0	0.0000	0.2202	0.1211	0.1992	-0.0781	
MZ22528073	MZ22524160	0	-1.0000	0.9375	0.7222	0.7222	0.0000	
MZ22529525	MZ22510508	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22530269	MZ22512981	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22529403	MZ22513285	0	0.1388	0.7344	0.5444	0.6683	-0.1239	
MZ22528881	MZ22508612	0	1.0000	0.6884	0.6860	0.7230	-0.0369	
MZ22530237	MZ22506531	0	1.0000	0.8201	0.8234	0.8401	-0.0167	
MZ22527542	MZ22512066	0	0.0778	0.9286	0.5660	0.7047	-0.1387	
MZ22529212	MZ22512571	0	0.0000	0.9617	0.8504	0.8549	-0.0045	
MZ22528185	MZ22522120	0	0.0000	0.9908	0.8854	0.8865	-0.0010	
MZ22528451	MZ22521639	0	0.1865	0.8750	0.6747	0.7985	-0.1238	
MZ22530077	MZ22513694	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22527750	MZ22519766	0	0.6667	1.0000	0.9444	0.9444	-0.0000	
MZ22527010	MZ22526407	0	0.3015	1.0000	0.6948	0.8836	-0.1888	
MZ22530196	MZ22516371	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528303	MZ22516306	0	0.8048	1.0000	0.8113	0.9783	-0.1670	
MZ22529433	MZ22517271	0	0.3613	0.9078	0.7130	0.8503	-0.1373	
MZ22528174	MZ22504193	0	0.1440	0.3865	0.0869	0.3482	-0.2612	
MZ22530099	MZ22514741	0	-0.5000	1.0000	0.8333	0.8333	0.0000	
MZ22528818	MZ22523878	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22528315	MZ22500473	0	0.0000	0.9668	0.8613	0.8650	-0.0037	
MZ22530528	MZ22514053	0	0.0147	0.9330	0.7169	0.8310	-0.1140	
MZ22529833	MZ22521178	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22528219	MZ22526543	0	0.0736	0.8993	0.6928	0.8075	-0.1148	
MZ22528810	MZ22500528	0	0.0000	0.2202	0.1211	0.1992	-0.0781	
MZ22528653	MZ22508210	0	-0.3109	0.9375	0.7267	0.7988	-0.0721	
MZ22529890	MZ22522032	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528234	MZ22524979	0	0.0744	0.7778	0.6057	0.7074	-0.1018	
MZ22528988	MZ22503036	0	-0.5000	0.9159	0.7487	0.7586	-0.0099	
MZ22528467	MZ22509609	0	0.0000	0.9738	0.8624	0.8656	-0.0031	
MZ22528373	MZ22517721	0	0.3634	1.0000	0.7887	0.9293	-0.1406	
MZ22528419	MZ22510129	0	0.0070	0.6875	0.4387	0.5801	-0.1413	
MZ22528423	MZ22518981	0	0.0000	1.0000	0.8947	0.8947	0.0000	
MZ22528682	MZ22506263	0	-1.0000	0.9412	0.7368	0.7368	-0.0000	
MZ22530542	MZ22526161	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529851	MZ22511560	0	0.2420	0.9644	0.7506	0.8841	-0.1336	
MZ22528774	MZ22503732	0	0.6667	0.8750	0.8421	0.8421	-0.0000	
MZ22528531	MZ22508437	0	-0.3538	0.7303	0.5103	0.6099	-0.0995	
MZ22527417	MZ22513730	0	0.6297	0.7865	0.6998	0.7604	-0.0605	
MZ22530120	MZ22500473	0	0.3040	0.9668	0.7644	0.8970	-0.1326	
MZ22528060	MZ22519550	0	-0.5000	0.7388	0.6052	0.6084	-0.0033	
MZ22514803	MZ22508238	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527716	MZ22518519	0	1.0000	0.6682	0.6664	0.6998	-0.0334	
MZ22530428	MZ22507500	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528732	MZ22516929	0	1.0000	0.8504	0.8493	0.8670	-0.0177	
MZ22529097	MZ22523198	0	-0.0034	1.0000	0.7846	0.8885	-0.1039	
MZ22529918	MZ22514088	0	-0.5000	0.9412	0.7895	0.7895	-0.0000	
MZ22529409	MZ22509990	0	0.0000	0.9204	0.8087	0.8182	-0.0094	
MZ22523846	MZ22501457	0	-0.0568	0.8667	0.5741	0.7128	-0.1387	
MZ22530284	MZ22512839	0	0.8739	0.9824	0.8119	0.9704	-0.1585	
MZ22530714	MZ22505271	0	1.0000	0.7780	0.7768	0.8026	-0.0259	
MZ22527339	MZ22524160	0	-1.0000	0.9375	0.7222	0.7222	0.0000	
MZ22527339	MZ22517448	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22528478	MZ22525748	0	0.4022	1.0000	0.7887	0.9336	-0.1448	
MZ22529301	MZ22506247	0	-0.4207	0.0715	-0.1454	0.0168	-0.1623	
MZ22529798	MZ22522009	0	0.0000	0.8125	0.7222	0.7222	0.0000	
MZ22528883	MZ22516929	0	1.0000	0.8504	0.8493	0.8670	-0.0177	
MZ22528954	MZ22516978	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22527201	MZ22518536	0	0.1173	1.0000	0.7852	0.9019	-0.1167	
